Shooter,Killzone 2,PS3,Typically violent games where players use ranged weapons
Shooter,Far Cry 3,X360,Typically violent games where players use ranged weapons
Platform,Epic Mickey,Wii,Games focused on navigating an environment usually by jumping
Sports,NBA 2K13,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Dragon Ball Z: Budokai Tenkaichi 3,PS2,Usually one-on-one close-ranged games with violent attacks
Misc,The Sims: Livin Large,PC,Games without specific genres
Sports,World Soccer Winning Eleven 6 International,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Devil May Cry,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Star Wars: The Old Republic,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Middle-Earth: Shadow of Mordor,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Sonic Heroes,PS2,Games focused on navigating an environment usually by jumping
Action,Hitman 2: Silent Assassin,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Titanfall,XOne,Typically violent games where players use ranged weapons
Shooter,Battlefield: Bad Company 2,PS3,Typically violent games where players use ranged weapons
Shooter,SOCOM II: U.S. Navy SEALs,PS2,Typically violent games where players use ranged weapons
Puzzle,Pac-Man Collection,GBA,Games that challenge the player to use critical thinking skills to solve problems
Fighting,Street Fighter IV,X360,Usually one-on-one close-ranged games with violent attacks
Action,inFAMOUS,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Kirby Super Star Ultra,DS,Games focused on navigating an environment usually by jumping
Shooter,Call of Duty: Ghosts,XOne,Typically violent games where players use ranged weapons
Sports,FIFA 15,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Mass Effect,X360,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,Sonic Mega Collection Plus,PS2,Games without specific genres
Sports,World Soccer Winning Eleven 7 International,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Sega Superstars Tennis,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Hot Shots Golf 3,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Cooking Mama: Cook Off,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Call of Duty: Finest Hour,PS2,Typically violent games where players use ranged weapons
Puzzle,WarioWare: Smooth Moves,Wii,Games that challenge the player to use critical thinking skills to solve problems
Simulation,Imagine: Babyz,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Madden NFL 13,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,The Elder Scrolls III: Morrowind,XB,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Assassin's Creed IV: Black Flag,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Mortal Kombat,PS3,Usually one-on-one close-ranged games with violent attacks
Sports,Madden NFL 10,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,BioShock,X360,Typically violent games where players use ranged weapons
Shooter,Metroid Prime,GC,Typically violent games where players use ranged weapons
Action,Assassin's Creed: Brotherhood,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Finding Nemo,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Zumba Fitness 2,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Medal of Honor,PS3,Typically violent games where players use ranged weapons
Simulation,Imagine: Fashion Designer,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,inFAMOUS: Second Son,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NBA Street,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Jak II,PS2,Games focused on navigating an environment usually by jumping
Racing,Need for Speed: Hot Pursuit,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Skylanders: Spyro's Adventure,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Battlefield 3,PC,Typically violent games where players use ranged weapons
Fighting,Mortal Kombat X,PS4,Usually one-on-one close-ranged games with violent attacks
Simulation,The Sims,PS2,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Killzone 3,PS3,Typically violent games where players use ranged weapons
Action,Star Wars: The Force Unleashed,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Yoshi's Island DS,DS,Games focused on navigating an environment usually by jumping
Action,Saints Row: The Third,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Tekken 6,PS3,Usually one-on-one close-ranged games with violent attacks
Platform,Sonic and the Secret Rings,Wii,Games focused on navigating an environment usually by jumping
Sports,FIFA 16,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,The Legend of Zelda: A Link to the Past,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Onimusha: Warlords,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,L.A. Noire,X360,Mostly exploration games focused on letting the player explore the environment
Shooter,Call of Duty 3,X360,Typically violent games where players use ranged weapons
Sports,Madden NFL 12,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,LEGO Star Wars II: The Original Trilogy,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Killzone: Shadow Fall,PS4,Typically violent games where players use ranged weapons
Sports,Madden NFL 11,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Burnout 3: Takedown,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Puzzle,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Games that challenge the player to use critical thinking skills to solve problems
Puzzle,Professor Layton and the Last Specter,DS,Games that challenge the player to use critical thinking skills to solve problems
